# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196399_sorted.bam" "SRR17196386_sorted.bam" "SRR17196390_sorted.bam" "SRR17196395_sorted.bam" "SRR17196401_sorted.bam" "SRR17196404_sorted.bam" "SRR17196406_sorted.bam" "SRR17196396_sorted.bam" "SRR17196393_sorted.bam" "SRR17196391_sorted.bam" "SRR17196389_sorted.bam" "SRR17196398_sorted.bam" "SRR17196400_sorted.bam" "SRR17196405_sorted.bam" "SRR17196397_sorted.bam" "SRR17196402_sorted.bam" "SRR17196388_sorted.bam" "SRR17196387_sorted.bam" "SRR17196392_sorted.bam" "SRR17196403_sorted.bam" "SRR17196394_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196399_sorted.bam	SRR17196386_sorted.bam	SRR17196390_sorted.bam	SRR17196395_sorted.bam	SRR17196401_sorted.bam	SRR17196404_sorted.bam	SRR17196406_sorted.bam	SRR17196396_sorted.bam	SRR17196393_sorted.bam	SRR17196391_sorted.bam	SRR17196389_sorted.bam	SRR17196398_sorted.bam	SRR17196400_sorted.bam	SRR17196405_sorted.bam	SRR17196397_sorted.bam	SRR17196402_sorted.bam	SRR17196388_sorted.bam	SRR17196387_sorted.bam	SRR17196392_sorted.bam	SRR17196403_sorted.bam	SRR17196394_sorted.bam
gene-CPT_phageK_gp226	NC_005880.2	17394	17876	-	483	243	0	0	67	1055	2654	901	11	3	0	1	189	310	893	177	398	0	0	4	654	16
gene-CPT_phageK_gp225	NC_005880.2	17926	18468	-	543	6251	1	10	2571	18280	8972	4429	296	46	6	1	6790	9693	9853	5635	12781	0	0	210	12336	551
gene-CPT_phageK_gp224	NC_005880.2	18468	19001	-	534	5785	0	7	2680	15652	7934	3950	319	70	7	2	5953	8927	7922	5850	11189	1	0	238	9725	701
gene-CPT_phageK_gp223	NC_005880.2	19004	19168	-	165	1691	0	0	748	3377	1525	915	93	23	1	0	1634	2395	1653	1720	3111	0	0	63	2021	189
gene-CPT_phageK_gp222	NC_005880.2	19171	19446	-	276	2398	0	2	1018	4559	1997	1153	163	31	1	0	2220	3111	2047	2441	4174	0	0	77	2264	243
gene-CPT_phageK_gp221	NC_005880.2	19446	20291	-	846	6042	1	9	3382	10205	4681	3161	465	73	11	1	6749	8832	4615	7683	10467	0	1	301	6028	941
gene-CPT_phageK_gp220	NC_005880.2	20303	20887	-	585	6095	2	21	4239	10691	5321	3527	671	137	12	1	8199	10353	4911	9454	11718	0	1	410	7110	1404
gene-CPT_phageK_gp219	NC_005880.2	21156	21422	-	267	2732	0	7	2196	3935	2354	1540	336	48	13	1	3850	3896	1683	4349	3954	0	0	278	2819	898
gene-CPT_phageK_gp218	NC_005880.2	21576	21902	-	327	1939	0	0	790	10413	4945	1971	88	13	1	0	2356	3783	4964	1526	4207	0	0	79	6212	166
gene-CPT_phageK_gp217	NC_005880.2	21895	22311	-	417	2407	0	1	947	11562	5699	2412	121	23	2	1	2895	4435	5428	1989	5089	0	0	97	6895	255
gene-CPT_phageK_gp216	NC_005880.2	22445	22747	-	303	5157	1	12	2240	26962	12021	5497	295	54	8	3	6289	10083	12139	4950	12544	0	2	233	17421	704
gene-CPT_phageK_gp215	NC_005880.2	22747	22935	-	189	1896	1	5	912	7755	3483	1700	122	17	1	0	2116	3481	3579	1943	3925	0	2	94	5373	280
gene-CPT_phageK_gp214	NC_005880.2	22979	23140	-	162	1311	0	3	626	3207	1492	912	86	11	3	0	1472	2141	1550	1642	2502	0	1	66	2075	158
gene-CPT_phageK_gp213	NC_005880.2	23140	25188	-	2049	9811	2	24	4986	17311	7948	5100	705	130	26	1	9822	13450	8719	11488	15171	0	2	728	11404	1906
gene-CPT_phageK_gp212	NC_005880.2	25266	25529	-	264	1977	1	0	736	7899	5892	2814	80	17	3	1	2275	3483	4954	1531	4583	0	0	40	5181	111
gene-CPT_phageK_gp211	NC_005880.2	25546	25719	-	174	1719	0	0	668	7619	5671	2542	85	17	1	1	2378	3317	4294	1454	4337	0	0	38	4491	126
gene-CPT_phageK_gp210	NC_005880.2	25726	26304	-	579	2639	2	2	1056	10124	7907	3844	143	21	3	1	3241	4917	6220	2294	6393	0	0	80	6142	256
gene-CPT_phageK_gp209	NC_005880.2	26297	26923	-	627	3601	0	6	1884	12017	6429	3435	260	40	5	1	4568	7421	6476	4115	9288	0	0	143	7479	451
gene-CPT_phageK_gp208	NC_005880.2	26916	27812	-	897	4460	3	7	2161	11172	5621	3166	289	43	7	0	4680	7035	5824	4730	8511	1	1	229	6722	672
gene-CPT_phageK_gp207	NC_005880.2	27812	28036	-	225	553	0	1	228	1288	527	299	33	4	3	0	648	692	663	547	824	0	0	33	677	117
gene-CPT_phageK_gp206	NC_005880.2	28105	28845	-	741	6541	1	8	2862	24298	14052	7397	442	76	6	3	8346	13602	13583	6694	17295	0	0	247	16724	645
gene-CPT_phageK_gp205	NC_005880.2	28897	29511	-	615	5939	0	12	2787	19176	10003	5657	405	69	9	2	6515	11368	10840	6377	14637	0	1	338	12703	746
gene-CPT_phageK_gp204	NC_005880.2	29527	29952	-	426	3346	0	5	1572	9677	4897	2771	244	43	1	1	3772	6160	5143	3872	7779	0	2	186	6315	485
gene-CPT_phageK_gp203	NC_005880.2	29942	30133	-	192	1107	0	2	472	2834	1362	766	71	10	0	1	1254	1859	1418	1204	2205	0	0	63	1763	148
gene-CPT_phageK_gp202	NC_005880.2	30156	30797	-	642	3846	0	7	1689	9417	4849	2630	265	44	4	1	4190	6144	4830	4336	7455	0	1	243	6369	631
gene-CPT_phageK_gp201	NC_005880.2	30787	31017	-	231	2194	0	2	1053	4650	2546	1404	173	31	7	0	2305	3070	2205	2402	3656	0	0	182	3284	392
gene-CPT_phageK_gp200	NC_005880.2	31020	31247	-	228	2161	1	3	896	3746	1899	1043	128	21	1	0	1922	2516	1825	2184	2871	0	0	148	2759	357
gene-CPT_phageK_gp199	NC_005880.2	31357	32049	-	693	1893	0	10	1542	5788	5666	1662	223	31	4	0	2073	2672	3636	1920	2967	0	0	196	5458	533
gene-CPT_phageK_gp198	NC_005880.2	32236	32871	-	636	3479	0	7	1557	4287	2231	1694	181	37	7	1	2768	3576	1930	3256	3450	0	0	248	3711	605
gene-CPT_phageK_gp197	NC_005880.2	32938	33729	-	792	9399	0	15	4739	28317	14749	8539	585	135	15	1	11382	17654	14194	10732	19824	0	0	504	20562	1385
gene-CPT_phageK_gp196	NC_005880.2	33729	34037	-	309	3130	2	6	1497	7897	3928	2568	192	40	7	1	3842	5282	3762	3531	5618	0	1	218	6131	499
gene-CPT_phageK_gp195	NC_005880.2	34150	36513	-	2364	4502	3	24	2395	18798	65002	31932	443	69	9	10	4626	6448	21393	5171	8338	2	3	235	17798	851
gene-CPT_phageK_gp194	NC_005880.2	35050	35550	-	501	1399	0	4	709	2912	4929	2223	125	26	4	0	1225	1629	2411	1595	1756	0	1	86	2900	312
gene-CPT_phageK_gp193	NC_005880.2	36513	37016	-	504	196	0	0	38	4067	19564	8592	15	3	2	0	199	355	5461	73	770	1	0	3	3774	17
gene-CPT_phageK_gp192	NC_005880.2	37101	37286	-	186	1174	0	1	380	10447	5146	1645	43	6	2	0	1350	2650	5849	623	3785	0	0	61	6087	108
gene-CPT_phageK_gt002	NC_005880.2	37448	37519	-	72	366	0	3	189	4122	3195	1617	41	9	1	0	689	1287	3405	289	1771	0	0	17	3148	43
gene-CPT_phageK_gt003	NC_005880.2	37526	37598	-	73	247	0	0	96	1869	1144	762	31	2	0	0	343	694	1321	163	841	0	0	5	1304	26
gene-CPT_phageK_gt004	NC_005880.2	37605	37678	-	74	222	0	0	85	1836	1172	615	28	2	0	0	296	649	1282	154	893	0	0	4	1299	23
gene-CPT_phageK_gp191	NC_005880.2	38833	39051	-	219	1215	0	11	805	846	557	405	108	24	8	1	1007	775	279	1277	741	0	0	202	867	505
gene-CPT_phageK_gp190	NC_005880.2	39529	39738	-	210	16	0	0	3	855	4039	1444	0	0	0	0	4	15	1077	0	34	0	0	0	685	0
gene-CPT_phageK_gp189	NC_005880.2	39751	40083	-	333	18	0	0	6	1419	6269	2042	0	0	0	0	15	11	1683	3	59	1	0	1	1067	1
gene-CPT_phageK_gp188	NC_005880.2	40096	40422	-	327	14	0	1	3	946	3920	1327	1	0	0	0	4	5	1144	2	39	0	0	0	698	2
gene-CPT_phageK_gp187	NC_005880.2	40455	40721	-	267	27	1	0	8	996	1129	407	4	0	0	0	45	120	871	12	181	0	0	3	640	4
gene-CPT_phageK_gp186	NC_005880.2	40862	41248	+	387	102	0	0	35	4107	5757	1858	8	3	0	0	140	504	3475	66	851	0	0	6	2662	9
gene-CPT_phageK_gp185	NC_005880.2	41226	41504	+	279	115	1	1	30	4871	6817	2114	12	0	0	0	132	559	4111	76	1010	0	0	4	2773	20
gene-CPT_phageK_gp184	NC_005880.2	41501	41911	+	411	165	1	1	43	6397	9364	2789	6	2	0	0	174	661	5737	110	1273	0	0	8	3936	23
gene-CPT_phageK_gp183	NC_005880.2	41926	43743	+	1818	706	0	3	281	29783	48903	14093	60	6	3	0	892	2501	29828	592	5040	3	0	31	18557	119
gene-CPT_phageK_gp182	NC_005880.2	43736	44557	+	822	2409	0	4	1026	31452	34320	10840	200	21	6	0	3327	7613	24250	2160	9785	0	0	123	21408	421
gene-CPT_phageK_gp181	NC_005880.2	44544	44717	+	174	238	0	0	76	3142	2803	897	17	4	0	0	332	832	2472	153	1157	0	0	15	1901	40
gene-CPT_phageK_gp180	NC_005880.2	44714	45193	+	480	1014	1	5	423	18303	18143	5522	83	10	2	0	1688	4360	14471	969	6077	0	0	43	11457	178
gene-CPT_phageK_gp179	NC_005880.2	45235	46428	+	1194	2490	2	6	1099	50516	54030	18067	227	32	3	4	4450	11358	42839	2238	17453	1	0	93	32402	243
gene-CPT_phageK_gp178	NC_005880.2	46513	46854	+	342	55	0	0	18	1150	1982	644	4	0	0	0	44	110	1176	27	198	0	0	4	698	13
gene-CPT_phageK_gp177	NC_005880.2	46872	47243	+	372	164	0	2	67	4383	6332	1899	22	0	0	1	216	520	3899	121	845	0	0	20	2618	39
gene-CPT_phageK_gp176	NC_005880.2	47247	48938	+	1692	668	1	7	304	23853	38588	12163	85	4	0	0	945	2439	23562	629	4690	2	0	39	15186	105
gene-CPT_phageK_gp175	NC_005880.2	49132	49905	+	774	337	2	6	75	34222	65659	19704	39	3	2	5	561	2122	30006	124	4828	1	0	10	20965	36
gene-CPT_phageK_gp174	NC_005880.2	49924	50874	+	951	619	1	9	128	60581	123863	37704	79	4	5	7	907	3244	56284	215	8376	2	0	12	35006	43
gene-CPT_phageK_gp173	NC_005880.2	50990	52381	+	1392	1585	3	20	300	151920	453941	144554	79	20	3	16	1840	4245	158532	361	15015	2	1	37	103159	61
gene-CPT_phageK_gp172	NC_005880.2	52473	52769	+	297	68	1	1	43	2176	5085	1451	9	0	1	0	85	162	2272	50	337	0	0	4	1259	34
gene-CPT_phageK_gp171	NC_005880.2	52782	53690	+	909	309	0	1	142	10071	23143	7039	55	5	2	0	447	936	10794	318	1814	0	0	27	5855	88
gene-CPT_phageK_gp170	NC_005880.2	53704	54582	+	879	325	0	1	153	8441	19244	5536	35	4	2	0	413	724	8817	285	1521	0	0	24	4692	69
gene-CPT_phageK_gp169	NC_005880.2	54582	55202	+	621	267	0	1	110	6235	14474	4289	23	1	2	0	357	540	6484	260	1188	0	0	14	3712	40
gene-CPT_phageK_gp168	NC_005880.2	55221	56057	+	837	481	0	1	181	16982	54472	17828	31	4	0	2	516	684	19629	351	1887	1	0	18	12176	54
gene-CPT_phageK_gp167	NC_005880.2	56059	56274	+	216	144	0	1	62	5575	19588	6691	11	1	0	0	175	219	6658	98	636	1	0	3	3668	17
gene-CPT_phageK_gp166	NC_005880.2	56301	58064	+	1764	1371	2	15	640	58762	257509	95341	76	17	2	11	1900	2330	75665	970	6722	3	1	26	40625	92
gene-CPT_phageK_gp165	NC_005880.2	58137	58565	+	429	371	1	1	176	15637	70562	26353	13	4	0	1	547	573	19841	221	1663	2	0	6	10443	14
gene-CPT_phageK_gp164	NC_005880.2	58662	58802	+	141	198	0	2	124	204	122	104	24	2	0	0	122	130	87	211	129	0	0	46	162	109
gene-CPT_phageK_gp163	NC_005880.2	58845	59303	+	459	2651	1	13	1518	1921	1126	899	226	27	9	0	1791	1862	824	2708	1579	0	0	419	1823	1078
gene-CPT_phageK_gp162	NC_005880.2	59316	59510	+	195	1227	2	5	533	981	539	373	86	9	4	0	819	848	431	1126	790	0	0	175	841	363
gene-CPT_phageK_gp161	NC_005880.2	59592	59903	+	312	6811	1	19	2841	8233	3500	2515	305	52	12	1	5466	5905	3331	5359	6311	0	0	483	6316	1167
gene-CPT_phageK_gp160	NC_005880.2	60035	60493	+	459	479	0	0	127	12221	20321	5823	44	5	1	0	401	952	11873	223	1912	0	0	17	7345	54
gene-CPT_phageK_gp159	NC_005880.2	60537	61073	+	537	458	1	6	171	19743	35678	10202	60	3	0	2	597	1466	19124	376	2881	0	0	17	12020	47
gene-CPT_phageK_gp158	NC_005880.2	61129	65184	+	4056	1410	0	12	989	34778	72309	19491	236	26	7	3	1811	3201	33605	1729	5515	1	0	113	18529	441
gene-CPT_phageK_gp157	NC_005880.2	65263	67689	+	2427	4451	0	12	3503	12136	15643	5206	655	83	15	3	5068	5372	9774	6261	7037	1	0	463	6892	1617
gene-CPT_phageK_gp156	NC_005880.2	67703	68590	+	888	2075	0	5	1131	6098	6848	2171	165	26	6	3	2327	2854	4360	2371	3917	0	0	117	3295	338
gene-CPT_phageK_gp155	NC_005880.2	68590	71136	+	2547	5018	2	5	2842	20934	23232	7720	320	63	5	1	6825	9427	14091	5718	13407	0	1	156	10319	460
gene-CPT_phageK_gp154	NC_005880.2	71243	72034	+	792	1138	2	7	1018	4190	6303	2397	175	25	7	2	1329	1338	3687	1871	1660	0	0	143	2815	486
gene-CPT_phageK_gp153	NC_005880.2	72034	72558	+	525	969	0	5	682	2799	4155	1588	111	15	2	1	1032	1078	2455	1298	1404	0	0	90	1802	305
gene-CPT_phageK_gp152	NC_005880.2	72558	73262	+	705	1957	0	8	1305	4588	6890	2572	193	29	6	1	1920	2008	3998	2432	2490	0	1	170	2800	474
gene-CPT_phageK_gp151	NC_005880.2	73277	74323	+	1047	3088	1	10	1883	7346	10551	3858	233	38	3	2	3092	3525	6085	3537	4368	0	0	195	4533	532
gene-CPT_phageK_gp150	NC_005880.2	74344	77403	+	3060	12777	1	20	6301	28095	32618	13066	781	113	16	2	13006	15160	21168	11548	19406	1	2	594	16620	1756
gene-CPT_phageK_gp149	NC_005880.2	77514	78035	+	522	3580	0	16	2302	14434	16990	7239	335	48	12	1	5019	7447	10694	4543	9016	1	0	193	9708	643
gene-CPT_phageK_gp148	NC_005880.2	78056	81514	+	3459	19333	3	25	11672	112570	140338	58431	1574	265	20	7	32574	52244	90846	22394	71426	1	4	492	76032	1639
gene-CPT_phageK_gp147	NC_005880.2	81563	81721	+	159	551	0	0	223	2409	3133	1171	24	2	1	0	727	1161	1812	421	1488	0	0	3	1431	20
gene-CPT_phageK_gp146	NC_005880.2	81722	83644	+	1923	4796	0	3	2197	28305	35925	13401	242	43	2	2	7336	12080	21879	3571	16884	1	0	35	16204	93
gene-CPT_phageK_gp145	NC_005880.2	83667	84041	+	375	1230	0	0	417	7949	9401	3730	40	11	0	0	1560	2850	6357	631	4336	0	0	7	4415	13
gene-CPT_phageK_gp144	NC_005880.2	84048	85424	+	1377	4764	2	10	1971	27460	33239	12798	310	36	5	0	6043	9912	20987	2994	14756	1	0	206	16659	588
gene-CPT_phageK_gp143	NC_005880.2	85516	87264	+	1749	5513	1	17	3465	30080	31474	11779	509	85	11	1	7868	13204	22346	7730	16078	1	0	401	19362	1155
gene-CPT_phageK_gp142	NC_005880.2	87276	88889	+	1614	4700	0	12	2395	24161	24130	9324	414	57	6	0	6286	10502	18554	5446	13004	0	2	223	14468	845
gene-CPT_phageK_gp141	NC_005880.2	88882	90324	+	1443	8853	1	20	5158	33869	31484	12364	801	122	13	1	11292	16557	23010	10904	20301	0	0	547	20811	1649
gene-CPT_phageK_gp140	NC_005880.2	90403	91440	+	1038	5106	1	13	2990	8131	4767	3484	443	85	9	0	5648	7307	4021	6693	7222	0	0	391	5890	1185
gene-CPT_phageK_gp139	NC_005880.2	91440	91817	+	378	1821	0	2	1071	3364	1917	1489	150	22	8	0	2104	3005	1643	2614	3046	0	1	120	2318	388
gene-CPT_phageK_gp138	NC_005880.2	91817	93736	+	1920	7687	0	19	4747	19511	10751	6977	661	139	14	1	10734	16606	9138	11408	17661	0	1	387	11791	1389
gene-CPT_phageK_gp137	NC_005880.2	93736	94332	+	597	2476	0	9	1484	6645	3455	2331	202	39	5	1	3621	5544	3125	3361	5750	0	0	123	4294	432
gene-CPT_phageK_gp136	NC_005880.2	94347	95414	+	1068	3735	1	5	1895	10903	5269	3389	253	39	4	0	5111	8142	5243	4252	9032	0	0	144	6872	446
gene-CPT_phageK_gp135	NC_005880.2	95481	95819	+	339	2454	0	8	1635	10905	7507	3368	216	33	6	1	3989	5990	5819	3485	6484	0	1	133	7141	520
gene-CPT_phageK_gp134	NC_005880.2	95819	96271	+	453	4711	1	9	3185	26514	18386	7877	496	76	8	1	7898	13544	14146	6923	15396	0	2	212	17286	809
gene-CPT_phageK_gp133	NC_005880.2	96258	96866	+	609	5048	0	10	3081	26506	19499	8543	475	68	5	1	8042	13382	15160	6228	15545	1	1	208	17630	635
gene-CPT_phageK_gp132	NC_005880.2	96883	97275	+	393	2213	1	2	1262	10643	8780	3341	194	24	1	0	3459	5228	6721	2517	6194	1	0	75	6541	272
gene-CPT_phageK_gp131	NC_005880.2	97290	99404	+	2115	9281	1	8	5285	47306	40737	14987	663	109	9	1	14672	24158	31788	9565	30124	0	1	252	27421	844
gene-CPT_phageK_gp130	NC_005880.2	99418	100467	+	1050	3963	0	2	1973	25631	22135	7787	206	31	7	0	6245	10688	16770	3343	14247	0	3	55	14238	178
gene-CPT_phageK_gp129	NC_005880.2	100485	100814	+	330	1445	0	2	648	10972	9685	3085	80	11	1	1	2372	4394	7182	1086	5573	0	0	14	6467	36
gene-CPT_phageK_gp128	NC_005880.2	100798	101118	+	321	1778	0	0	720	15461	14177	4470	79	11	0	1	2958	5351	10511	1338	7164	0	0	21	9892	48
gene-CPT_phageK_gp127	NC_005880.2	101325	101921	+	597	820	0	2	359	7101	6505	2126	71	5	1	0	716	1406	5989	744	2161	0	0	82	4967	202
gene-CPT_phageK_gp126	NC_005880.2	101931	102236	+	306	582	0	2	220	5524	5093	1650	49	8	0	0	557	1028	4492	493	1543	0	0	36	3530	116
gene-CPT_phageK_gp125	NC_005880.2	102312	107410	+	5099	24240	4	51	14211	61428	34097	22413	1924	329	34	5	32876	48379	31537	31510	53705	0	8	1158	45614	3451
gene-CPT_phageK_gp124	NC_005880.2	103392	103862	+	471	4096	0	8	2296	7611	4767	3419	277	49	8	1	4500	5855	3953	4548	6043	0	0	230	6957	570
gene-CPT_phageK_gp123	NC_005880.2	105507	106316	+	810	3874	1	5	1787	10698	5350	3455	215	37	3	0	4760	8035	5606	3776	9143	0	4	117	8099	293
gene-CPT_phageK_gp122	NC_005880.2	107479	107721	+	243	3935	0	10	2368	14088	8211	4790	318	59	10	0	5415	8521	7915	5342	10579	0	0	251	9347	756
gene-CPT_phageK_gp121	NC_005880.2	107738	108220	+	483	5292	0	11	3227	15857	8466	5532	428	75	8	3	7362	11472	8266	7115	13336	0	0	292	11235	953
gene-CPT_phageK_gp120	NC_005880.2	108307	109578	+	1272	15559	2	20	11038	88782	53193	29513	1622	226	22	6	30715	52023	54111	21727	64116	1	8	536	62837	2110
gene-CPT_phageK_gp119	NC_005880.2	109638	110894	+	1257	6958	4	8	4212	47496	31497	13949	614	80	7	1	11997	21865	32738	7654	30519	1	1	192	29968	577
gene-CPT_phageK_gp118	NC_005880.2	110898	111251	+	354	1645	1	3	834	11760	7646	3334	112	19	2	1	2664	5117	8176	1584	7119	0	0	29	7145	115
gene-CPT_phageK_gp117	NC_005880.2	111238	111900	+	663	2946	0	0	1424	21965	14546	5716	172	18	3	2	4653	8440	15165	2452	11998	0	0	55	13669	136
gene-CPT_phageK_gp116	NC_005880.2	112028	112660	+	633	296	1	4	157	5540	30350	12036	29	3	3	5	533	842	6942	226	1369	2	0	8	3255	19
gene-CPT_phageK_gp115	NC_005880.2	112683	113195	+	513	257	0	6	166	5104	30397	13654	19	8	1	2	552	795	6543	178	1432	0	0	5	3173	20
gene-CPT_phageK_gp114	NC_005880.2	113210	113437	+	228	148	0	2	62	2689	15089	6616	9	1	0	0	257	334	3485	105	667	0	0	2	1603	8
gene-CPT_phageK_gp113	NC_005880.2	113533	113793	+	261	3377	0	8	1578	6733	3474	2107	191	38	13	0	3389	4827	3061	3348	4939	0	1	248	4496	629
gene-CPT_phageK_gp112	NC_005880.2	113797	114552	+	756	6314	0	18	3020	13179	8035	4817	363	78	15	2	6275	9662	6765	6586	10579	0	0	339	9422	1068
gene-CPT_phageK_gp111	NC_005880.2	114545	115795	+	1251	13463	2	24	6174	36497	24661	12686	762	134	25	4	13769	22968	20187	12013	25261	1	1	555	25136	1731
gene-CPT_phageK_gp110	NC_005880.2	115809	116177	+	369	3218	0	1	1422	12834	8236	3760	189	29	5	1	4072	6330	6952	2663	7204	0	0	110	8422	264
gene-CPT_phageK_gp109	NC_005880.2	116164	116475	+	312	3542	0	7	1534	15863	9771	4363	206	28	3	1	4411	6928	8622	2858	8366	0	0	115	10235	310
gene-CPT_phageK_gp108	NC_005880.2	116539	117075	+	537	1145	0	2	688	3704	3160	1679	109	17	1	2	1641	2343	2288	1565	2743	0	0	56	2745	270
gene-CPT_phageK_gp107	NC_005880.2	117068	117835	+	768	2241	0	6	1309	7414	6163	3360	214	36	5	1	3149	4764	4793	2939	5647	0	0	98	5187	366
gene-CPT_phageK_gp106	NC_005880.2	117813	118259	+	447	1480	0	6	836	4561	3614	1957	131	30	2	1	2032	2948	2867	1880	3501	0	0	86	3159	292
gene-CPT_phageK_gp105	NC_005880.2	118259	119122	+	864	3158	0	4	1701	10957	8778	4311	252	48	3	1	4181	6518	6509	3701	7887	0	1	129	7479	495
gene-CPT_phageK_gp104	NC_005880.2	119494	120225	+	732	1430	1	3	718	6790	8156	2989	99	14	3	2	1915	3109	4725	1462	3927	0	0	46	4369	141
gene-CPT_phageK_gp103	NC_005880.2	120243	120701	+	459	1080	0	1	607	6275	7390	2792	85	7	0	0	1699	2889	4476	1186	3710	0	0	27	3897	107
gene-CPT_phageK_gp102	NC_005880.2	120766	121209	+	444	6853	1	12	3333	15368	11182	5325	417	100	10	3	7100	10244	7770	7519	10892	0	1	384	10481	1221
gene-CPT_phageK_gp101	NC_005880.2	121226	121930	+	705	9571	0	15	4581	22695	15720	7889	515	88	13	2	10658	15078	11573	9672	16334	1	1	395	15798	1387
gene-CPT_phageK_gp100	NC_005880.2	121992	122390	+	399	881	0	1	413	2751	5773	2595	61	9	1	0	1084	1759	1769	991	1415	0	0	16	2504	119
gene-CPT_phageK_gp099	NC_005880.2	122537	122779	+	243	1230	0	2	808	2364	2174	1522	121	28	5	0	1550	2164	1296	1929	2254	0	0	108	2140	321
gene-CPT_phageK_gp098	NC_005880.2	122784	123341	+	558	2516	0	3	1251	4581	3696	2483	185	43	2	0	2437	3876	2563	3255	4439	0	0	157	3824	463
gene-CPT_phageK_gp097	NC_005880.2	123377	123553	+	177	2693	0	14	1563	5207	3477	1965	222	51	6	0	2975	4528	2358	3735	4320	0	1	163	4125	636
gene-CPT_phageK_gp096	NC_005880.2	123543	124076	+	534	6923	2	11	3273	12919	7589	4852	428	82	18	1	6881	10063	6140	7696	10568	0	1	453	9634	1142
gene-CPT_phageK_gp095	NC_005880.2	124091	124339	+	249	2940	0	4	1196	8329	4176	2542	175	26	4	1	3129	4944	4074	2891	5926	0	0	115	5854	415
gene-CPT_phageK_gp094	NC_005880.2	124351	124527	+	177	1422	0	2	604	3160	1651	1052	74	27	2	1	1446	2139	1548	1413	2334	0	0	60	2299	203
gene-CPT_phageK_gp093	NC_005880.2	124520	124816	+	297	1250	0	4	817	1218	937	599	104	27	3	1	1219	1305	548	1859	1194	0	0	79	925	283
gene-CPT_phageK_gp092	NC_005880.2	124864	125046	+	183	1456	0	5	894	1242	913	759	138	34	7	0	1346	1542	684	2095	1425	0	0	135	1144	408
gene-CPT_phageK_gp091	NC_005880.2	125059	125427	+	369	3887	1	8	2147	3782	2570	2042	314	59	6	0	3391	4046	1855	5073	4032	0	1	299	3168	863
gene-CPT_phageK_gp090	NC_005880.2	125440	125787	+	348	5120	0	8	2645	5101	3504	2487	355	74	13	2	4396	5188	2494	5805	4853	0	0	293	4091	837
gene-CPT_phageK_gp089	NC_005880.2	125793	126065	+	273	2613	0	4	1314	2556	1664	1360	167	46	1	2	2363	2637	1324	2828	2629	0	0	122	2241	353
gene-CPT_phageK_gp088	NC_005880.2	126135	126440	+	306	3034	0	8	1438	2547	1578	1366	218	41	4	0	2516	2710	1241	3252	2615	0	1	217	2243	625
gene-CPT_phageK_gp087	NC_005880.2	126455	126805	+	351	3565	0	5	2313	4416	2703	2076	370	54	11	0	3861	4587	2066	5263	4682	0	1	266	3893	830
gene-CPT_phageK_gp086	NC_005880.2	126805	127407	+	603	5625	2	16	3309	9030	5219	4124	464	66	11	1	6617	8406	4463	7284	9033	0	1	296	7473	990
gene-CPT_phageK_gp085	NC_005880.2	127421	127600	+	180	2065	0	3	956	3671	1965	1307	106	23	0	0	2297	2864	1730	2153	3230	0	0	63	2770	258
gene-CPT_phageK_gp084	NC_005880.2	127827	128228	+	402	3812	0	14	2140	5064	3025	2061	368	52	12	0	3782	5186	2359	5452	5322	0	3	250	3652	965
gene-CPT_phageK_gp083	NC_005880.2	128230	128523	+	294	5996	0	13	3357	11516	6350	4327	491	83	9	0	6525	10554	4979	8299	12307	0	1	304	6839	1028
gene-CPT_phageK_gp082	NC_005880.2	128540	128827	+	288	6526	0	7	2760	13256	6528	4185	379	56	8	0	5987	10423	5776	6781	12864	1	0	246	7750	736
gene-CPT_phageK_gp081	NC_005880.2	128838	128954	+	117	3398	0	3	1419	8969	4276	2510	170	26	5	0	3807	5441	3783	3199	7179	1	0	97	4691	303
gene-CPT_phageK_gp080	NC_005880.2	128944	129207	+	264	6073	0	9	2445	16033	7108	4506	303	39	7	0	6812	10270	7138	5449	12874	0	0	178	9879	507
gene-CPT_phageK_gp079	NC_005880.2	129284	129589	+	306	1120	0	7	788	771	456	432	130	24	7	0	966	939	325	1635	744	0	0	121	825	549
gene-CPT_phageK_gp078	NC_005880.2	129589	129960	+	372	1977	1	6	1143	1383	883	708	185	29	5	0	1522	1551	620	2465	1300	0	0	195	1506	682
gene-CPT_phageK_gp077	NC_005880.2	129998	130234	+	237	946	0	5	637	734	479	380	100	9	6	0	863	933	340	1450	805	0	0	102	780	353
gene-CPT_phageK_gp076	NC_005880.2	130231	130758	+	528	2289	0	9	1436	1932	1235	1009	242	31	6	0	2094	2388	926	3357	2127	0	0	177	1811	659
gene-CPT_phageK_gp075	NC_005880.2	130739	131059	+	321	1553	0	5	833	1226	774	663	135	27	2	0	1307	1500	547	2019	1415	0	3	91	1107	337
gene-CPT_phageK_gp074	NC_005880.2	131059	131289	+	231	1066	0	2	599	1020	517	471	82	18	3	0	908	1243	452	1414	1229	0	1	57	795	234
gene-CPT_phageK_gp073	NC_005880.2	131342	131521	+	180	1170	0	1	644	1469	822	685	86	20	3	0	1150	1621	729	1537	1582	0	0	82	1257	234
