# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR3110979_sorted.bam" "SRR3110978_sorted.bam" "SRR3110971_sorted.bam" "SRR3110976_sorted.bam" "SRR3110977_sorted.bam" "SRR3110975_sorted.bam" "SRR3110972_sorted.bam" "SRR3110970_sorted.bam" "SRR3110973_sorted.bam" "SRR3110974_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3110979_sorted.bam	SRR3110978_sorted.bam	SRR3110971_sorted.bam	SRR3110976_sorted.bam	SRR3110977_sorted.bam	SRR3110975_sorted.bam	SRR3110972_sorted.bam	SRR3110970_sorted.bam	SRR3110973_sorted.bam	SRR3110974_sorted.bam
gene-phiR1-37_gp063	NC_016163.1	25084	25635	+	552	29291	38364	10148	55189	41193	45576	17353	1	45762	55116
gene-phiR1-37_gp064	NC_016163.1	25740	26180	+	441	5178	3571	520	3915	4377	3300	818	0	2123	2781
gene-phiR1-37_gp065	NC_016163.1	26182	26346	+	165	8958	6372	586	5520	6344	4495	1032	0	2392	3762
gene-phiR1-37_gp066	NC_016163.1	26334	26690	+	357	13695	9321	817	8195	9899	6684	1486	1	3603	6087
gene-phiR1-37_gp067	NC_016163.1	26687	26779	+	93	5089	2925	316	3181	3635	2641	566	2	1614	2360
gene-phiR1-37_gp068	NC_016163.1	26791	27615	+	825	33005	22700	1747	19127	24255	14151	3018	7	7649	12211
gene-phiR1-37_gp069	NC_016163.1	27615	28268	+	654	21027	14767	1147	12394	15113	9214	2081	7	5191	7766
gene-phiR1-37_gp070	NC_016163.1	28272	30026	+	1755	41822	30498	3041	28077	33490	19484	5259	4	13129	17282
gene-phiR1-37_gp071	NC_016163.1	30091	30267	+	177	8201	5532	754	5507	6668	4490	1357	2	3410	4089
gene-phiR1-37_gp072	NC_016163.1	30279	30788	+	510	7507	4840	1011	5172	6333	5252	1747	3	4426	4686
gene-phiR1-37_gp073	NC_016163.1	30890	31249	+	360	7399	5271	808	5201	6326	5083	1406	2	3720	4405
gene-phiR1-37_gp074	NC_016163.1	31242	31736	+	495	12482	10874	1167	9850	11519	6902	1965	6	5133	6251
gene-phiR1-37_gp075	NC_016163.1	31736	32044	+	309	8597	6846	840	6165	7286	4545	1351	3	3382	3979
gene-phiR1-37_gp076	NC_016163.1	32044	32409	+	366	5357	4062	720	4006	4611	3444	1251	3	2938	3144
gene-phiR1-37_gp077	NC_016163.1	32526	32921	+	396	11599	10908	3595	14837	14364	13262	6220	5	13441	14265
gene-phiR1-37_gp078	NC_016163.1	33225	33767	+	543	8787	11134	7478	15317	14218	16324	13696	6	21054	21850
gene-phiR1-37_gp079	NC_016163.1	33839	34639	-	801	5522	4626	1447	4740	5425	4276	2258	5	5282	4083
gene-phiR1-37_gp080	NC_016163.1	34674	35429	-	756	3912	4003	1156	4153	4970	3525	1900	5	4056	3568
gene-phiR1-37_gp081	NC_016163.1	35431	36822	-	1392	5646	5693	1345	5501	6340	4823	2488	10	5399	4564
gene-phiR1-37_gp082	NC_016163.1	36917	37495	+	579	2830	2754	673	2789	3015	2299	1102	2	2645	2050
gene-phiR1-37_gp083	NC_016163.1	37498	45159	+	7662	25546	28435	7170	28228	33388	20748	10874	25	25607	21566
gene-phiR1-37_gp084	NC_016163.1	45243	45602	+	360	3222	2293	748	2987	2895	2447	1090	1	2885	2614
gene-phiR1-37_gp085	NC_016163.1	45613	46986	+	1374	6232	4462	1488	5606	6293	4819	2371	7	5263	4544
gene-phiR1-37_gp086	NC_016163.1	47029	47565	+	537	3454	2241	707	2838	3329	2725	1246	3	2670	2365
gene-phiR1-37_gp087	NC_016163.1	47567	48997	+	1431	4410	3147	1054	4220	4527	4027	1866	2	4457	3769
gene-phiR1-37_gp088	NC_016163.1	48997	49257	+	261	1448	1275	411	1888	1783	1524	699	1	1873	1186
gene-phiR1-37_gp089	NC_016163.1	49250	50344	+	1095	4203	2850	883	4358	4546	3752	1633	0	4217	3186
gene-phiR1-37_gp090	NC_016163.1	50400	51002	+	603	5387	3523	923	4161	4497	3635	1604	1	3949	3278
gene-phiR1-37_gp091	NC_016163.1	51124	51738	+	615	3241	2247	545	3001	3271	2730	979	3	2783	2447
gene-phiR1-37_gp092	NC_016163.1	51728	52423	+	696	5832	4591	862	5501	5891	4048	1363	6	4226	4121
gene-phiR1-37_gp093	NC_016163.1	52512	53009	+	498	7085	5355	717	6562	6388	4510	1079	2	3871	4338
gene-phiR1-37_gp094	NC_016163.1	53055	53420	-	366	1988	1272	322	1577	2011	1762	574	1	1630	1644
gene-phiR1-37_gp095	NC_016163.1	53555	54064	+	510	3856	1449	672	3250	3345	3578	1083	2	3291	3091
gene-phiR1-37_gp096	NC_016163.1	54169	56241	+	2073	31426	20362	2446	21772	26068	16683	3860	2	12028	15086
gene-phiR1-37_gp097	NC_016163.1	56337	56996	+	660	6836	3678	890	5080	5402	4162	1491	3	4032	3672
gene-phiR1-37_gp098	NC_016163.1	56998	57396	+	399	6258	3337	957	4970	4700	4005	1473	3	4079	3915
gene-phiR1-37_gp099	NC_016163.1	57452	61633	-	4182	22732	13392	3904	17394	18755	15501	6693	16	17145	14928
gene-phiR1-37_gp100	NC_016163.1	62220	63296	+	1077	24779	17241	1254	15094	18297	11793	1883	5	6254	9804
gene-phiR1-37_gp101	NC_016163.1	63492	64535	+	1044	126611	91836	1806	58327	86080	35727	3152	0	10048	29181
gene-phiR1-37_gp102	NC_016163.1	64634	66445	+	1812	22598	14951	2527	15454	18628	12251	4219	15	10668	11553
gene-phiR1-37_gp103	NC_016163.1	66467	66982	+	516	8638	6465	596	5297	6312	3442	1067	2	2722	3224
gene-phiR1-37_gp104	NC_016163.1	66984	67211	+	228	4557	3325	338	3047	3243	2083	592	2	1657	1885
gene-phiR1-37_gp105	NC_016163.1	67220	67480	+	261	3380	2133	414	2559	2574	2064	758	0	2052	1916
gene-phiR1-37_gt001	NC_016163.1	67659	67732	+	74	1599	1012	250	1209	1402	987	474	0	958	1045
gene-phiR1-37_gt002	NC_016163.1	67747	67828	+	82	1828	1346	344	1343	1669	1188	606	0	1212	1293
gene-phiR1-37_gt003	NC_016163.1	67838	67922	+	85	1250	967	281	936	1198	926	476	1	1028	886
gene-phiR1-37_gp106	NC_016163.1	67943	68035	+	93	1458	1040	246	1019	1462	964	430	1	1004	919
gene-phiR1-37_gt004	NC_016163.1	68043	68117	+	75	1749	1219	301	1255	1529	1161	500	0	1132	1121
gene-phiR1-37_gp107	NC_016163.1	68223	68750	+	528	4497	3118	921	4410	4362	3555	1528	2	3697	3431
gene-phiR1-37_gp108	NC_016163.1	68750	69037	+	288	2232	1458	470	2074	2143	1643	695	0	1811	1647
gene-phiR1-37_gp109	NC_016163.1	69009	69218	+	210	1429	865	283	1179	1311	1139	404	0	1218	1006
gene-phiR1-37_gp110	NC_016163.1	69206	69445	+	240	2387	1947	380	2156	2277	2084	674	0	1829	1740
gene-phiR1-37_gp111	NC_016163.1	69531	69965	+	435	6094	4912	967	5552	6071	4800	1769	3	4268	4613
gene-phiR1-37_gp112	NC_016163.1	70144	70431	+	288	12649	14042	2883	16440	16889	14779	5854	0	11881	16745
gene-phiR1-37_gp113	NC_016163.1	70483	70689	+	207	11267	14234	3445	17386	17356	16100	6960	2	14060	19376
gene-phiR1-37_gp114	NC_016163.1	70664	70873	+	210	11405	14227	3520	18480	17824	16654	7214	2	15356	20896
gene-phiR1-37_gp115	NC_016163.1	70867	71133	+	267	7601	9353	2509	13266	12333	11528	5119	1	11100	14132
gene-phiR1-37_gt005	NC_016163.1	71536	71610	+	75	1329	768	222	776	1055	785	366	0	816	650
gene-phiR1-37_gp116	NC_016163.1	72088	72246	-	159	2841	1609	340	1358	1678	1184	538	0	1313	1028
gene-phiR1-37_gp117	NC_016163.1	72586	72741	+	156	2094	1394	316	1384	1400	1167	476	3	1254	1011
gene-phiR1-37_gp118	NC_016163.1	72910	73338	+	429	42068	48513	17893	59002	67310	68155	36502	4	68877	93236
gene-phiR1-37_gp119	NC_016163.1	73393	73722	+	330	34195	38164	12345	49414	50042	57225	26718	0	55271	66438
gene-phiR1-37_gp120	NC_016163.1	73737	74111	+	375	18930	20602	5753	25770	26227	28649	13042	0	26106	31728
gene-phiR1-37_gp121	NC_016163.1	74248	75783	+	1536	8095	5753	1551	6540	7200	6058	2658	10	6281	5462
gene-phiR1-37_gp122	NC_016163.1	75847	76446	+	600	20423	21295	7263	27027	25737	26936	13969	7	25350	31718
gene-phiR1-37_gp123	NC_016163.1	76449	77039	+	591	16240	15739	6405	22775	21010	24292	12361	2	25526	28413
gene-phiR1-37_gp124	NC_016163.1	77227	78012	+	786	26499	23336	9659	34150	32851	41046	19714	2	34912	43745
gene-phiR1-37_gp125	NC_016163.1	78028	79026	+	999	26481	24977	7464	33779	32164	33304	14524	2	30759	36884
gene-phiR1-37_gp126	NC_016163.1	79027	79548	+	522	13050	11992	3296	16287	14797	16298	6545	2	13599	17346
gene-phiR1-37_gp127	NC_016163.1	79584	79754	+	171	4870	3313	993	4767	4545	4956	1948	3	4833	5031
gene-phiR1-37_gp128	NC_016163.1	79877	81199	+	1323	12005	6810	2074	9661	9869	8991	3762	11	9801	8051
gene-phiR1-37_gp129	NC_016163.1	81243	81875	+	633	6675	3343	781	3346	4442	2813	1430	2	3024	2816
gene-phiR1-37_gp130	NC_016163.1	81947	82552	+	606	6837	3553	760	3224	4065	3124	1307	2	3083	2421
gene-phiR1-37_gp131	NC_016163.1	82729	83091	+	363	5028	2764	570	2061	2911	1997	975	0	2036	1861
gene-phiR1-37_gp132	NC_016163.1	83222	83506	+	285	2099	1361	481	1807	2104	1728	1045	1	2269	2358
gene-phiR1-37_gp133	NC_016163.1	83554	84018	+	465	2724	1934	545	2419	2560	2087	1008	0	2379	1953
gene-phiR1-37_gp134	NC_016163.1	84113	84799	+	687	4278	2622	613	2737	3062	2311	1098	1	2454	2144
gene-phiR1-37_gp135	NC_016163.1	84901	86457	+	1557	7894	4685	1120	3824	4965	3369	1729	5	3445	3088
gene-phiR1-37_gp136	NC_016163.1	86572	87096	+	525	3078	2613	689	2954	3365	2541	1058	6	2492	2166
gene-phiR1-37_gp137	NC_016163.1	87130	87552	+	423	2461	2109	691	2744	2927	2616	1102	4	2680	2605
gene-phiR1-37_gp138	NC_016163.1	87549	87962	+	414	4083	3036	1672	4190	4521	5590	2514	2	5974	5559
gene-phiR1-37_gp139	NC_016163.1	87962	88360	+	399	10596	9794	5400	14239	13608	16621	9254	1	18702	16708
gene-phiR1-37_gp140	NC_016163.1	88329	88709	+	381	5993	5099	2344	7822	7276	8050	4520	0	9179	9056
gene-phiR1-37_gp141	NC_016163.1	88794	89279	+	486	4381	3616	930	4061	4079	3700	1613	4	4206	2890
gene-phiR1-37_gp142	NC_016163.1	89254	89541	+	288	2699	2380	717	2689	2930	2499	1140	5	2842	2112
gene-phiR1-37_gp143	NC_016163.1	89545	90177	+	633	4169	2321	905	3366	3550	3911	1575	3	4004	3130
gene-phiR1-37_gp144	NC_016163.1	90357	91937	+	1581	197547	217068	60725	258017	302698	256463	128606	2	235162	317172
gene-phiR1-37_gp145	NC_016163.1	92134	93543	+	1410	6524	6219	1483	6026	6783	5301	2742	4	5948	4731
gene-phiR1-37_gp146	NC_016163.1	93545	94276	+	732	2625	2157	562	1777	2240	1932	996	2	2128	1499
gene-phiR1-37_gp147	NC_016163.1	94313	95119	+	807	5069	3519	790	2643	3525	2881	1374	4	2915	2514
gene-phiR1-37_gp148	NC_016163.1	95191	95889	+	699	2929	2416	694	2175	2892	2343	1122	1	2704	2247
gene-phiR1-37_gp149	NC_016163.1	96008	97780	+	1773	6258	4595	1124	3698	5040	3022	1833	5	3698	3317
gene-phiR1-37_gp150	NC_016163.1	97791	98543	+	753	3221	2280	598	1838	2345	2147	1041	1	2115	1986
gene-phiR1-37_gp151	NC_016163.1	98604	100361	-	1758	8748	7167	1163	6762	7720	5691	2021	3	4677	5147
gene-phiR1-37_gp152	NC_016163.1	100452	101537	-	1086	19600	15659	958	13846	17139	10252	1740	0	4966	10090
gene-phiR1-37_gp153	NC_016163.1	101640	101951	-	312	1037	793	182	892	1112	901	384	0	780	877
gene-phiR1-37_gp154	NC_016163.1	101956	102678	-	723	8208	6973	794	6261	7415	4387	1379	0	3193	3748
gene-phiR1-37_gp155	NC_016163.1	102732	102989	-	258	2655	2666	413	2426	2694	1923	756	0	1725	1737
gene-phiR1-37_gp156	NC_016163.1	102999	103445	-	447	6803	5832	683	5167	5702	3970	1237	0	3037	3427
gene-phiR1-37_gp157	NC_016163.1	103445	103714	-	270	4382	3732	598	3156	3800	2670	959	0	2462	2420
gene-phiR1-37_gp158	NC_016163.1	103701	104057	-	357	6449	5180	868	5020	5694	3803	1433	0	3529	3650
gene-phiR1-37_gp159	NC_016163.1	104069	104416	-	348	2359	2048	440	2027	2607	1905	757	0	1789	1982
gene-phiR1-37_gp160	NC_016163.1	104512	107148	-	2637	10037	8443	2050	7307	9039	6606	3435	5	7442	6152
gene-phiR1-37_gp161	NC_016163.1	107151	108185	-	1035	3818	3474	1103	3481	3777	3309	1698	3	4033	2971
gene-phiR1-37_gp162	NC_016163.1	108182	109204	-	1023	3164	2350	747	2625	3062	2691	1285	0	2958	2367
gene-phiR1-37_gp163	NC_016163.1	109214	109738	-	525	2811	1725	512	2465	2363	2358	975	2	2183	1630
gene-phiR1-37_gp164	NC_016163.1	109849	110577	-	729	7688	4611	713	4554	4967	3664	1186	1	2857	2566
gene-phiR1-37_gp165	NC_016163.1	110552	110650	-	99	2870	1433	192	1537	1671	1008	352	1	826	684
gene-phiR1-37_gp166	NC_016163.1	110641	110706	-	66	1335	743	241	1085	1057	946	349	2	903	827
gene-phiR1-37_gp167	NC_016163.1	110910	112172	-	1263	16529	10506	1119	8169	10482	6184	1958	6	4918	5097
gene-phiR1-37_gp168	NC_016163.1	112269	112748	+	480	7644	4367	654	3525	4287	3223	1013	0	2347	2760
gene-phiR1-37_gp169	NC_016163.1	112828	113733	-	906	4277	3096	934	2984	3637	3186	1518	1	3344	2940
gene-phiR1-37_gp170	NC_016163.1	113892	115622	+	1731	20350	13339	1549	10333	13540	8669	3004	2	6527	7334
gene-phiR1-37_gp171	NC_016163.1	115624	117309	+	1686	19200	13320	1521	10893	13230	8170	2789	5	6248	7510
gene-phiR1-37_gp172	NC_016163.1	117320	117505	+	186	5597	3936	426	3222	3829	2463	787	0	1712	1961
gene-phiR1-37_gp173	NC_016163.1	117571	118404	+	834	26078	26947	9051	32327	28849	32677	17282	1	30697	35024
gene-phiR1-37_gp174	NC_016163.1	118419	119198	+	780	18285	17684	4282	20148	20391	19564	8944	3	16394	21517
gene-phiR1-37_gp175	NC_016163.1	119263	120006	+	744	11150	7341	977	6023	7117	4800	1715	1	3849	4052
gene-phiR1-37_gp176	NC_016163.1	120095	121000	+	906	33564	25644	1415	18348	23705	12467	2639	1	5899	10680
gene-phiR1-37_gp177	NC_016163.1	121088	121966	+	879	8407	5558	890	5206	5993	4393	1627	4	3919	3609
gene-phiR1-37_gp178	NC_016163.1	122027	123445	+	1419	8200	6151	1527	5729	6912	5009	2607	6	5570	4849
gene-phiR1-37_gp179	NC_016163.1	123543	124475	+	933	3793	3510	720	3412	3804	2950	1277	1	2974	3288
gene-phiR1-37_gp180	NC_016163.1	124564	124692	+	129	1358	1357	231	1266	1444	1115	494	1	1106	1271
gene-phiR1-37_gp181	NC_016163.1	124910	125008	+	99	2742	1852	406	1910	2118	1844	824	1	1775	1632
gene-phiR1-37_gp182	NC_016163.1	125097	125465	+	369	7823	6897	1594	7620	8233	7456	3091	1	6658	7917
gene-phiR1-37_gp183	NC_016163.1	125459	125848	+	390	11750	10495	2459	12216	12098	11888	4644	1	10407	11378
gene-phiR1-37_gp184	NC_016163.1	125845	126165	+	321	12200	9942	2321	12650	11838	12073	4401	1	10620	11773
gene-phiR1-37_gp185	NC_016163.1	126155	126517	+	363	12533	10511	2204	12986	12834	12662	4486	1	10222	13018
gene-phiR1-37_gp186	NC_016163.1	126514	126885	+	372	13371	13291	2081	14310	13692	13166	4442	0	9567	13287
gene-phiR1-37_gp187	NC_016163.1	126895	127506	+	612	19493	18305	2929	20199	20839	18428	6341	2	13411	18692
gene-phiR1-37_gp188	NC_016163.1	127608	127694	+	87	8562	8328	2069	10828	11257	10247	4173	0	8069	10559
gene-phiR1-37_gp189	NC_016163.1	127797	127976	+	180	11473	10826	2735	14135	15947	13988	5863	1	12424	16355
gene-phiR1-37_gp190	NC_016163.1	128018	129202	+	1185	66728	66005	12844	75787	84227	74302	27869	3	60250	82636
gene-phiR1-37_gp191	NC_016163.1	129261	130583	+	1323	52628	44324	9753	51437	53979	54988	21027	9	37925	55228
gene-phiR1-37_gp192	NC_016163.1	130596	131849	+	1254	56657	48508	8494	54236	53217	53166	18284	3	36226	51724
gene-phiR1-37_gp193	NC_016163.1	131912	132889	+	978	14978	12996	2900	15340	16078	15829	5948	0	13551	16613
gene-phiR1-37_gp194	NC_016163.1	132994	134544	+	1551	16472	13688	2038	13226	15706	11816	4272	7	9241	12330
gene-phiR1-37_gp195	NC_016163.1	134610	135653	+	1044	7328	4846	792	4626	5507	4508	1513	2	3262	3777
gene-phiR1-37_gp196	NC_016163.1	135742	138294	+	2553	10564	7323	1866	6563	8412	7692	3294	6	6862	7211
gene-phiR1-37_gp197	NC_016163.1	138337	139185	-	849	2543	1757	454	1656	2169	2090	943	5	1850	1864
gene-phiR1-37_gp198	NC_016163.1	139187	139978	-	792	3327	2694	714	2300	3150	2445	1154	0	2478	2140
gene-phiR1-37_gp199	NC_016163.1	140084	140863	-	780	5819	3053	622	1864	2676	1748	963	0	1750	1746
gene-phiR1-37_gp200	NC_016163.1	140848	140961	-	114	880	778	209	733	899	705	401	0	663	570
gene-phiR1-37_gp201	NC_016163.1	140972	141157	-	186	1797	1503	334	1413	1669	1176	708	0	1308	1018
gene-phiR1-37_gp202	NC_016163.1	141202	141774	-	573	4262	3175	709	3139	3624	3027	1506	1	3135	2537
gene-phiR1-37_gp203	NC_016163.1	141847	142593	-	747	3635	2637	766	2425	2818	2780	1399	3	2958	2267
gene-phiR1-37_gp204	NC_016163.1	142596	144113	-	1518	4452	4271	986	3160	4104	2826	1744	2	3788	2986
gene-phiR1-37_gp205	NC_016163.1	144123	145283	-	1161	4609	3836	988	3095	3767	2949	1723	1	3714	3339
gene-phiR1-37_gp206	NC_016163.1	145358	146332	-	975	4720	4290	951	3380	3898	2804	1749	0	3546	2904
gene-phiR1-37_gp207	NC_016163.1	146387	148978	-	2592	10233	9003	1889	7039	8244	6181	3414	6	6853	5720
gene-phiR1-37_gp208	NC_016163.1	148980	149990	-	1011	5053	4552	927	3334	4192	2982	1732	5	3818	2767
gene-phiR1-37_gp209	NC_016163.1	150145	151269	+	1125	5940	4570	995	3565	4514	3331	1734	4	3562	2948
gene-phiR1-37_gp210	NC_016163.1	151284	152375	+	1092	6445	4697	888	3712	4618	3410	1593	2	3513	3163
gene-phiR1-37_gp211	NC_016163.1	152506	153150	+	645	21667	24968	12745	39263	34669	37112	24417	0	40558	46160
gene-phiR1-37_gp212	NC_016163.1	153274	153555	+	282	8521	9017	3533	11421	10813	13088	6782	0	11816	13316
gene-phiR1-37_gp213	NC_016163.1	153552	154241	+	690	40163	40660	9947	52734	51091	48512	20462	2	41932	57269
gene-phiR1-37_gp214	NC_016163.1	154315	154635	+	321	14762	14508	3359	21300	20984	17615	7685	2	15711	20964
gene-phiR1-37_gp215	NC_016163.1	154696	155067	+	372	10429	10418	2983	14475	14686	14303	7344	2	12943	16487
gene-phiR1-37_gp216	NC_016163.1	155067	155447	+	381	10339	10202	2994	12706	12594	15384	7143	0	12973	15433
gene-phiR1-37_gp217	NC_016163.1	155554	155646	+	93	2764	2762	1262	3861	3782	5162	3013	0	4881	5916
gene-phiR1-37_gp218	NC_016163.1	155648	156049	+	402	14552	15278	5165	17800	17884	21635	10729	1	21096	23290
gene-phiR1-37_gp219	NC_016163.1	156053	156412	+	360	13861	13571	4783	16177	15868	20143	9691	1	19157	21118
gene-phiR1-37_gp220	NC_016163.1	156412	156660	+	249	9334	7513	3327	10824	10252	13412	6815	0	12422	12643
gene-phiR1-37_gp221	NC_016163.1	156657	156926	+	270	8667	8333	3323	11018	10341	12596	6891	0	12788	13307
gene-phiR1-37_gp222	NC_016163.1	156892	157104	+	213	7181	7265	3080	9684	8883	11276	6303	0	12081	12618
gene-phiR1-37_gp223	NC_016163.1	157085	157291	+	207	5113	4630	1641	5869	5891	6632	3622	0	7313	7637
gene-phiR1-37_gp224	NC_016163.1	157300	157800	+	501	36106	36470	8239	43197	43346	45729	16973	2	38383	47190
gene-phiR1-37_gp225	NC_016163.1	157819	158550	+	732	37162	37239	7832	42972	43382	45638	16590	6	36474	44574
gene-phiR1-37_gp226	NC_016163.1	158610	159215	+	606	14719	14167	3725	18540	18647	17615	8253	5	17466	21043
gene-phiR1-37_gp227	NC_016163.1	159228	159497	+	270	7486	7464	1863	8161	9347	8794	3707	5	8675	10468
gene-phiR1-37_gp228	NC_016163.1	159555	159857	-	303	3759	2460	686	2701	3155	2768	1216	1	2948	2658
gene-phiR1-37_gp229	NC_016163.1	159870	160268	-	399	3283	3283	690	2957	3443	2560	1229	0	2686	2467
gene-phiR1-37_gp230	NC_016163.1	160310	161719	-	1410	11902	8717	1967	9289	9534	8325	3285	2	8530	7171
gene-phiR1-37_gp231	NC_016163.1	161793	163067	-	1275	10712	7496	1873	7236	8361	7487	3484	2	8040	6635
gene-phiR1-37_gp232	NC_016163.1	163173	163268	-	96	4292	2491	627	2396	2770	2908	1313	1	2766	2398
gene-phiR1-37_gp233	NC_016163.1	163352	164038	-	687	9213	6016	1198	4704	5885	4326	2012	5	4674	3557
gene-phiR1-37_gp234	NC_016163.1	164089	166683	-	2595	14330	9623	2035	8759	10156	7568	3602	3	8825	6976
gene-phiR1-37_gp235	NC_016163.1	166670	167032	-	363	4893	3649	689	2672	3469	2173	1184	0	2634	2175
gene-phiR1-37_gp236	NC_016163.1	167033	167455	-	423	3525	3338	719	2903	3143	2363	1271	0	2867	2231
gene-phiR1-37_gp237	NC_016163.1	167557	168267	+	711	3616	2880	727	3077	3457	3039	1467	0	3548	2534
gene-phiR1-37_gp238	NC_016163.1	168300	168971	+	672	1970	1542	362	1424	1853	1208	623	0	1515	1234
gene-phiR1-37_gp239	NC_016163.1	168981	169376	+	396	2698	1977	491	1963	2374	1573	927	2	1924	1364
gene-phiR1-37_gp240	NC_016163.1	169388	169855	+	468	3790	2317	533	2200	2656	2015	1019	2	2286	1623
gene-phiR1-37_gp241	NC_016163.1	169947	171374	+	1428	16525	9205	1251	4920	7404	4394	2038	6	4691	4138
gene-phiR1-37_gp242	NC_016163.1	171449	171616	+	168	6505	3493	491	2305	2558	1909	772	0	2303	1490
gene-phiR1-37_gp243	NC_016163.1	171681	173405	+	1725	16527	9639	2121	8667	10216	7702	3600	3	8761	7009
gene-phiR1-37_gp244	NC_016163.1	173415	174287	+	873	11763	5860	1390	6080	7357	6569	2289	2	6016	5393
gene-phiR1-37_gp245	NC_016163.1	174370	175872	+	1503	19956	11048	1753	11519	13460	11012	3032	5	8285	9354
gene-phiR1-37_gp246	NC_016163.1	175883	176455	+	573	9805	6188	837	5971	6973	5086	1369	1	3829	4832
gene-phiR1-37_gp247	NC_016163.1	176456	177517	+	1062	14625	9250	1017	7964	10322	6751	1750	2	4527	5833
gene-phiR1-37_gp248	NC_016163.1	177572	178129	+	558	13454	8292	952	7276	8650	6443	1574	2	4340	5296
gene-phiR1-37_gp249	NC_016163.1	178129	178584	+	456	17883	11458	942	9420	12472	6897	1492	0	4394	6187
gene-phiR1-37_gp250	NC_016163.1	178596	179819	+	1224	24634	14990	1614	13274	17220	10971	2819	9	7640	9692
gene-phiR1-37_gp251	NC_016163.1	179965	180288	+	324	55723	67520	29641	91359	82036	86216	55483	1	85914	113714
gene-phiR1-37_gp252	NC_016163.1	180491	180736	+	246	21980	18780	10941	29440	28108	42136	20668	0	37498	37456
gene-phiR1-37_gp253	NC_016163.1	180778	181353	+	576	45699	45658	23644	67219	60610	77995	44303	0	76592	84318
gene-phiR1-37_gp254	NC_016163.1	181403	181768	+	366	16284	13596	6255	20419	18380	22657	11144	1	21210	23560
gene-phiR1-37_gp255	NC_016163.1	181708	181974	+	267	9298	7999	3929	11707	11217	13926	7034	0	12777	13807
gene-phiR1-37_gp256	NC_016163.1	181962	182282	+	321	7615	6412	3039	9860	8944	10772	5767	0	9756	10507
gene-phiR1-37_gp257	NC_016163.1	182269	182664	+	396	13111	11545	4509	15652	14343	17332	8321	5	14922	17037
gene-phiR1-37_gp258	NC_016163.1	182631	183005	+	375	20231	19112	6230	24761	22666	25210	11451	3	21822	26716
gene-phiR1-37_gp259	NC_016163.1	182999	183478	+	480	17841	16419	5157	22442	21082	21312	9631	1	18380	22386
gene-phiR1-37_gp260	NC_016163.1	183456	183998	+	543	9526	7518	2913	10992	11235	13304	5630	0	10428	12396
gene-phiR1-37_gp261	NC_016163.1	184105	186081	+	1977	24283	16491	2079	15394	19783	13143	3790	3	9199	11337
gene-phiR1-37_gp262	NC_016163.1	186185	186433	+	249	2823	2456	897	3263	3683	3040	1703	1	3505	4338
gene-phiR1-37_gp263	NC_016163.1	186505	187080	+	576	6172	4881	1199	5178	5782	4470	1965	2	4770	4361
gene-phiR1-37_gp264	NC_016163.1	187179	187463	+	285	3784	2345	494	2877	3189	2374	789	0	2076	2361
gene-phiR1-37_gp265	NC_016163.1	187465	187965	+	501	5832	4052	579	4466	4994	3555	1111	2	2787	3312
gene-phiR1-37_gp266	NC_016163.1	188010	188369	+	360	2969	2350	421	2449	2544	2090	633	0	1831	1729
gene-phiR1-37_gp267	NC_016163.1	188371	190464	+	2094	18634	15485	1878	13803	16173	10696	3336	5	7806	9757
gene-phiR1-37_gp268	NC_016163.1	190457	190666	+	210	3755	2708	308	2659	3105	2138	492	0	1235	1775
gene-phiR1-37_gp269	NC_016163.1	190677	191009	+	333	5261	2825	658	3693	3929	3507	1085	1	2719	3002
gene-phiR1-37_gp270	NC_016163.1	191067	192023	-	957	9670	5462	1436	6070	6859	6170	2476	4	5880	5720
gene-phiR1-37_gp271	NC_016163.1	192026	193801	-	1776	11721	7420	1913	7780	8737	7671	3094	7	7465	7127
gene-phiR1-37_gp272	NC_016163.1	193823	195130	-	1308	8409	5118	1462	5172	6262	6023	2407	5	5447	4908
gene-phiR1-37_gp273	NC_016163.1	195320	195727	-	408	6687	5634	667	4754	5166	3923	1089	0	2664	3303
gene-phiR1-37_gp274	NC_016163.1	195738	197096	-	1359	15935	12138	2190	12604	13564	11619	3508	9	9051	9649
gene-phiR1-37_gp275	NC_016163.1	197299	197976	+	678	4836	2559	742	3185	3484	3538	1411	2	3244	3222
gene-phiR1-37_gp276	NC_016163.1	198088	198849	+	762	5190	3046	957	3856	4319	4198	1733	3	3640	4133
gene-phiR1-37_gp277	NC_016163.1	198899	199264	-	366	2040	1123	333	1297	1525	1377	599	0	1372	1182
gene-phiR1-37_gp278	NC_016163.1	199264	200151	-	888	4533	3001	826	3250	3382	3171	1423	0	3290	2620
gene-phiR1-37_gp279	NC_016163.1	200153	200671	-	519	2920	2095	684	2346	2683	2534	1092	2	2712	2377
gene-phiR1-37_gp280	NC_016163.1	200728	201084	-	357	2931	1729	507	1869	2099	2026	766	2	2060	1625
gene-phiR1-37_gp281	NC_016163.1	201094	201483	-	390	2505	1876	479	1715	1825	1568	682	6	1706	1405
gene-phiR1-37_gp282	NC_016163.1	201525	202202	-	678	3113	2162	533	2655	2592	2192	886	0	2241	1967
