# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR7542856_sorted.bam" "SRR7542872_sorted.bam" "SRR7542865_sorted.bam" "SRR7542867_sorted.bam" "SRR7542866_sorted.bam" "SRR7542855_sorted.bam" "SRR7542868_sorted.bam" "SRR7542860_sorted.bam" "SRR7542858_sorted.bam" "SRR7542863_sorted.bam" "SRR7542861_sorted.bam" "SRR7542857_sorted.bam" "SRR7542869_sorted.bam" "SRR7542870_sorted.bam" "SRR7542864_sorted.bam" "SRR7542859_sorted.bam" "SRR7542862_sorted.bam" "SRR7542871_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR7542856_sorted.bam	SRR7542872_sorted.bam	SRR7542865_sorted.bam	SRR7542867_sorted.bam	SRR7542866_sorted.bam	SRR7542855_sorted.bam	SRR7542868_sorted.bam	SRR7542860_sorted.bam	SRR7542858_sorted.bam	SRR7542863_sorted.bam	SRR7542861_sorted.bam	SRR7542857_sorted.bam	SRR7542869_sorted.bam	SRR7542870_sorted.bam	SRR7542864_sorted.bam	SRR7542859_sorted.bam	SRR7542862_sorted.bam	SRR7542871_sorted.bam
gene-AUO97_RS14725	NZ_CP018664.1	3100869	3101909	+	1041	610	103	507	117	306	532	130	427	136	230	66	557	137	61	628	199	150	54
gene-AUO97_RS14730	NZ_CP018664.1	3101919	3102713	+	795	530	122	390	93	225	612	105	424	182	241	64	557	100	46	445	248	165	61
gene-AUO97_RS14735	NZ_CP018664.1	3102710	3103579	+	870	554	97	329	88	180	796	90	418	248	295	85	597	84	37	347	310	208	34
gene-AUO97_RS14740	NZ_CP018664.1	3103588	3104469	+	882	404	75	249	69	160	741	71	352	250	234	93	444	61	41	297	319	212	25
gene-AUO97_RS14745	NZ_CP018664.1	3104540	3105274	-	735	41	2	7	1	4	46	1	35	16	10	11	34	2	0	8	25	13	0
gene-AUO97_RS14750	NZ_CP018664.1	3105271	3106740	-	1470	14	1	8	1	2	15	3	19	11	7	5	18	1	3	4	18	9	1
gene-AUO97_RS14755	NZ_CP018664.1	3107136	3107885	+	750	83	5	25	17	17	105	24	82	131	109	65	106	17	8	44	113	88	5
gene-AUO97_RS14760	NZ_CP018664.1	3107924	3108814	-	891	111	10	49	13	14	111	11	125	135	143	88	114	12	1	49	132	109	12
gene-AUO97_RS14765	NZ_CP018664.1	3109010	3109696	+	687	68	17	40	20	34	94	29	67	118	119	100	69	14	11	41	123	108	16
gene-AUO97_RS14770	NZ_CP018664.1	3110027	3111901	+	1875	111	18	60	16	33	135	17	119	171	184	97	100	27	10	92	113	122	15
gene-AUO97_RS14775	NZ_CP018664.1	3111959	3112120	+	162	3	1	3	1	2	13	1	9	5	11	7	5	1	0	2	4	6	0
gene-AUO97_RS14780	NZ_CP018664.1	3112189	3112617	-	429	5	0	3	0	1	7	0	23	19	15	13	13	0	0	2	17	10	0
gene-AUO97_RS14785	NZ_CP018664.1	3112702	3113031	+	330	26	0	3	4	1	9	1	16	14	16	10	5	1	2	5	20	14	2
gene-AUO97_RS14790	NZ_CP018664.1	3113136	3114170	+	1035	27	1	9	1	2	47	0	44	50	33	25	35	3	0	9	69	25	0
gene-AUO97_RS14795	NZ_CP018664.1	3114262	3115164	-	903	90	15	27	12	14	111	12	73	106	93	52	96	12	4	42	103	68	6
gene-AUO97_RS14800	NZ_CP018664.1	3115266	3115826	+	561	23	1	4	6	7	23	9	14	18	21	18	19	2	2	17	37	28	3
gene-AUO97_RS14805	NZ_CP018664.1	3115826	3116347	+	522	13	1	5	3	5	19	4	9	16	16	15	8	3	1	8	14	8	2
gene-AUO97_RS14810	NZ_CP018664.1	3116525	3118090	+	1566	332	140	319	141	237	441	229	444	500	510	308	301	160	92	396	487	479	80
gene-AUO97_RS14815	NZ_CP018664.1	3118144	3120150	-	2007	246	22	109	32	54	290	25	310	345	405	255	229	30	22	161	333	328	14
gene-AUO97_RS14820	NZ_CP018664.1	3120267	3121208	-	942	4815	452	2128	561	959	6959	678	6622	8287	6293	4906	4607	583	333	2732	8244	6753	233
gene-AUO97_RS14825	NZ_CP018664.1	3121312	3122127	-	816	569	28	115	31	75	648	53	828	748	511	319	586	48	30	137	742	407	24
gene-AUO97_RS14830	NZ_CP018664.1	3122120	3122959	-	840	620	36	105	32	86	854	49	876	777	494	345	714	57	18	181	830	462	20
gene-AUO97_RS14835	NZ_CP018664.1	3122974	3126537	-	3564	1725	175	559	167	411	2194	217	2048	2083	1477	1020	1860	188	96	689	2162	1377	96
gene-AUO97_RS14840	NZ_CP018664.1	3126752	3127819	-	1068	1604	119	327	110	232	1429	145	3162	2261	3913	2419	2042	143	47	350	2598	3004	50
gene-AUO97_RS14845	NZ_CP018664.1	3128504	3129811	-	1308	1483	68	331	91	144	1389	124	3061	2679	3224	3888	1453	93	52	376	3342	3791	37
gene-AUO97_RS14850	NZ_CP018664.1	3130277	3131707	-	1431	664	70	227	73	133	738	92	912	852	891	518	720	84	39	273	931	689	37
gene-AUO97_RS14855	NZ_CP018664.1	3131948	3132367	+	420	728	82	417	183	229	1083	171	1088	1468	1658	1056	704	137	74	644	1204	1520	54
gene-AUO97_RS14860	NZ_CP018664.1	3132364	3132849	+	486	976	90	560	236	295	1429	214	1407	1925	2179	1474	919	166	94	783	1646	2020	56
gene-AUO97_RS14865	NZ_CP018664.1	3132849	3133694	+	846	368	39	184	85	107	470	87	500	737	692	480	362	65	37	272	597	659	19
gene-AUO97_RS14870	NZ_CP018664.1	3133759	3134391	+	633	39	6	7	2	6	28	6	31	58	33	18	25	4	0	13	35	34	2
gene-AUO97_RS14875	NZ_CP018664.1	3134452	3135621	-	1170	902	137	325	94	236	1296	106	1318	1299	1046	642	959	147	81	475	1407	848	57
gene-AUO97_RS14880	NZ_CP018664.1	3135647	3138310	-	2664	1305	163	550	146	302	1808	165	1625	1868	1633	1094	1257	186	106	716	1820	1448	58
gene-AUO97_RS14885	NZ_CP018664.1	3138338	3139555	-	1218	1045	135	404	130	263	1424	150	1422	1580	1490	969	1054	142	77	572	1608	1269	54
gene-AUO97_RS14890	NZ_CP018664.1	3139658	3140047	-	390	751	50	294	62	152	1033	69	1066	1286	923	779	704	95	43	397	1143	1034	21
gene-AUO97_RS14895	NZ_CP018664.1	3140176	3140517	-	342	42	3	5	4	4	40	0	43	47	31	15	28	3	0	11	39	32	3
gene-AUO97_RS14900	NZ_CP018664.1	3140519	3141241	-	723	81	9	19	7	5	106	8	102	86	81	38	85	6	1	21	103	62	2
gene-AUO97_RS14905	NZ_CP018664.1	3141361	3141831	+	471	116	4	17	10	3	139	17	167	158	141	83	133	2	2	30	190	102	1
gene-AUO97_RS14910	NZ_CP018664.1	3141904	3142239	-	336	146	50	98	72	80	247	97	166	237	250	199	125	66	51	143	240	266	38
gene-AUO97_RS14915	NZ_CP018664.1	3142412	3143107	-	696	43	3	22	4	13	58	17	53	72	58	18	47	4	7	18	54	53	4
gene-AUO97_RS14920	NZ_CP018664.1	3143212	3143733	+	522	16	0	0	6	3	22	3	20	26	16	3	19	2	0	7	31	19	2
gene-AUO97_RS14925	NZ_CP018664.1	3143779	3144870	-	1092	1104	49	118	67	100	1154	88	1348	1245	833	585	1069	57	31	188	1441	810	29
gene-AUO97_RS14930	NZ_CP018664.1	3144964	3145623	-	660	32	1	9	4	2	40	5	33	29	7	11	35	4	4	10	34	24	0
gene-AUO97_RS14935	NZ_CP018664.1	3145604	3146680	-	1077	61	2	23	2	9	53	8	52	63	37	28	64	4	7	29	58	48	1
gene-AUO97_RS14940	NZ_CP018664.1	3146686	3147519	-	834	44	11	12	2	3	46	4	39	32	28	18	43	1	2	14	45	30	4
gene-AUO97_RS14945	NZ_CP018664.1	3147533	3148363	-	831	33	5	20	4	4	54	12	51	35	25	14	45	2	1	20	45	21	3
gene-AUO97_RS14950	NZ_CP018664.1	3148378	3149790	-	1413	53	8	28	6	12	77	7	40	35	48	14	57	2	5	32	41	35	4
gene-AUO97_RS14955	NZ_CP018664.1	3149790	3151013	-	1224	54	11	45	2	19	87	8	56	44	30	25	72	2	4	63	46	40	3
gene-AUO97_RS14960	NZ_CP018664.1	3151026	3152261	-	1236	43	3	17	8	5	28	3	21	19	12	7	37	2	1	24	27	27	3
gene-AUO97_RS14965	NZ_CP018664.1	3152607	3153371	+	765	522	47	206	83	147	672	93	657	661	561	386	526	70	29	249	638	539	15
gene-AUO97_RS14970	NZ_CP018664.1	3153908	3154801	+	894	1736	695	1400	912	1076	2251	1149	2938	3534	3837	2596	1630	913	512	1491	3058	3147	374
gene-AUO97_RS14975	NZ_CP018664.1	3154896	3155738	+	843	755	94	212	109	160	915	103	1230	1313	1646	1003	731	105	28	281	1222	1324	25
gene-AUO97_RS14980	NZ_CP018664.1	3155741	3156418	+	678	684	93	181	80	154	904	74	1020	1107	1588	841	691	108	41	296	1084	1111	33
gene-AUO97_RS14985	NZ_CP018664.1	3156432	3157175	+	744	862	154	255	123	234	1049	113	1121	1188	1796	968	859	150	82	452	1225	1269	47
gene-AUO97_RS14990	NZ_CP018664.1	3157226	3158542	-	1317	12	1	5	2	2	11	6	19	18	8	9	12	4	1	8	16	16	1
gene-AUO97_RS14995	NZ_CP018664.1	3158888	3159358	+	471	283	92	170	139	90	338	144	315	381	329	159	317	99	43	247	353	260	39
gene-AUO97_RS15000	NZ_CP018664.1	3159389	3160138	-	750	1232	121	361	236	279	1245	296	1684	1641	1901	1096	1372	176	91	498	1819	1577	90
gene-AUO97_RS15005	NZ_CP018664.1	3160301	3160846	-	546	142	5	15	6	10	148	9	221	197	115	75	194	9	4	21	195	141	0
gene-AUO97_RS15010	NZ_CP018664.1	3161032	3161592	-	561	212	0	25	13	10	218	19	279	293	175	101	232	5	2	42	252	199	1
gene-AUO97_RS15015	NZ_CP018664.1	3161868	3162731	+	864	302	11	54	20	29	358	30	394	362	276	133	286	27	4	65	308	181	0
gene-AUO97_RS15020	NZ_CP018664.1	3162929	3163005	-	77	21	0	1	2	0	11	3	8	23	9	3	11	0	2	3	19	13	1
gene-AUO97_RS15025	NZ_CP018664.1	3163163	3164395	+	1233	43	6	15	14	6	41	5	56	52	54	22	38	3	4	24	57	43	3
gene-AUO97_RS15030	NZ_CP018664.1	3164975	3165874	-	900	111	17	45	30	31	166	43	107	172	96	101	105	17	12	79	163	129	8
gene-AUO97_RS15035	NZ_CP018664.1	3165964	3166401	+	438	77	11	40	13	12	61	19	35	50	24	18	41	14	7	43	62	42	6
gene-AUO97_RS15040	NZ_CP018664.1	3166459	3167874	-	1416	293	14	63	16	21	285	28	227	298	167	161	191	11	16	61	297	211	15
gene-AUO97_RS15045	NZ_CP018664.1	3168127	3168591	-	465	925	96	488	310	390	1401	399	980	1446	821	694	819	141	81	584	1096	735	63
gene-AUO97_RS15050	NZ_CP018664.1	3168704	3169633	-	930	3578	306	1317	398	1186	6297	404	4676	5643	2732	1241	3758	493	146	1864	4370	1419	81
gene-AUO97_RS15055	NZ_CP018664.1	3169728	3170579	+	852	111	4	11	8	12	80	6	110	101	94	38	73	6	4	16	78	74	4
gene-AUO97_RS15060	NZ_CP018664.1	3170619	3170798	-	180	42	2	2	3	0	30	0	40	40	47	14	22	0	1	4	25	27	0
gene-AUO97_RS15070	NZ_CP018664.1	3171375	3172394	-	1020	113	8	28	15	14	117	12	113	112	88	60	95	6	4	27	115	87	5
gene-AUO97_RS15075	NZ_CP018664.1	3172391	3174928	-	2538	287	18	57	40	21	330	22	244	287	206	135	258	21	8	84	232	194	7
gene-AUO97_RS15080	NZ_CP018664.1	3174980	3175720	-	741	53	2	8	2	4	50	9	30	48	43	18	38	5	1	16	39	30	5
gene-AUO97_RS15085	NZ_CP018664.1	3175791	3176327	-	537	53	4	24	3	7	87	8	47	71	45	45	57	6	1	19	83	62	0
gene-AUO97_RS15090	NZ_CP018664.1	3176773	3177123	+	351	2	3	4	4	0	6	3	10	14	10	3	6	0	0	0	13	11	0
gene-AUO97_RS15095	NZ_CP018664.1	3177187	3177399	+	213	28	4	8	6	6	27	10	38	39	28	23	43	2	0	6	34	34	0
gene-AUO97_RS15100	NZ_CP018664.1	3177445	3178434	-	990	2082	165	441	202	268	2088	255	2920	2475	3147	1606	2389	201	107	663	2784	2544	96
gene-AUO97_RS15105	NZ_CP018664.1	3178534	3179622	-	1089	137	3	29	9	12	183	12	178	163	103	70	160	11	8	42	170	116	8
gene-AUO97_RS15110	NZ_CP018664.1	3179651	3181111	+	1461	92	5	38	11	11	150	13	150	125	143	94	135	13	4	39	144	132	6
gene-AUO97_RS15115	NZ_CP018664.1	3181116	3181661	-	546	155	11	52	15	25	200	15	211	175	155	95	146	15	6	50	174	119	4
gene-AUO97_RS15120	NZ_CP018664.1	3181891	3182484	+	594	134	38	48	22	22	134	29	127	133	133	71	102	27	19	45	127	118	17
gene-AUO97_RS15125	NZ_CP018664.1	3182481	3183026	+	546	130	15	30	14	22	145	12	158	140	157	88	99	11	9	46	160	119	11
gene-AUO97_RS15130	NZ_CP018664.1	3183098	3183922	-	825	206	16	90	18	31	241	27	285	369	360	276	191	20	7	93	288	335	9
gene-AUO97_RS15135	NZ_CP018664.1	3184321	3184881	+	561	714	54	343	91	135	893	108	625	638	1098	581	745	65	68	526	625	795	40
gene-AUO97_RS15140	NZ_CP018664.1	3184944	3185129	-	186	19	5	7	8	11	19	5	13	16	20	12	21	2	1	13	10	14	4
gene-AUO97_RS19665	NZ_CP018664.1	3185388	3185636	+	249	295	140	255	216	133	341	297	367	558	385	285	266	130	117	270	434	391	92
gene-AUO97_RS15150	NZ_CP018664.1	3185760	3186926	-	1167	2281	135	606	193	327	2231	236	2545	2336	2470	1311	2245	195	126	811	2752	1886	93
gene-AUO97_RS15155	NZ_CP018664.1	3187451	3189439	+	1989	4752	505	995	442	785	5738	464	6122	5717	4119	2856	5057	622	282	1436	6497	3563	218
gene-AUO97_RS15160	NZ_CP018664.1	3189494	3189901	-	408	241	6	115	23	36	299	34	284	369	349	233	195	20	20	142	349	354	10
gene-AUO97_RS15165	NZ_CP018664.1	3190117	3190707	+	591	1032	129	709	266	344	1450	252	1404	1832	2021	1727	875	215	96	983	1711	2069	69
gene-AUO97_RS15170	NZ_CP018664.1	3190753	3191343	-	591	167	32	67	37	37	213	24	166	208	203	122	171	29	19	94	208	195	10
gene-AUO97_RS15175	NZ_CP018664.1	3191530	3192276	+	747	85	10	24	14	18	115	23	109	142	113	87	92	5	3	38	123	123	1
gene-AUO97_RS15180	NZ_CP018664.1	3192312	3192542	-	231	339	112	294	256	192	429	406	383	421	270	238	359	128	151	288	473	336	128
gene-AUO97_RS15185	NZ_CP018664.1	3192791	3193876	-	1086	454	9	50	13	26	377	23	555	436	357	225	429	19	12	70	604	304	7
gene-AUO97_RS15190	NZ_CP018664.1	3193980	3194453	-	474	81	0	13	1	8	95	4	69	77	73	48	69	0	4	19	94	54	0
gene-AUO97_RS15195	NZ_CP018664.1	3194559	3198311	-	3753	16488	2338	4553	1432	3417	22840	1630	18788	23943	19867	13219	14385	2469	1170	6992	22417	19295	857
gene-AUO97_RS15200	NZ_CP018664.1	3198436	3198924	+	489	40	3	10	7	11	46	3	44	44	45	28	49	4	2	21	71	28	0
gene-AUO97_RS15205	NZ_CP018664.1	3198958	3200448	-	1491	2689	375	662	283	675	3233	368	4766	3712	5490	2630	2902	481	213	838	4190	3590	132
gene-AUO97_RS15210	NZ_CP018664.1	3200855	3201562	-	708	98	6	22	13	15	116	8	117	128	99	90	95	2	7	42	118	106	0
gene-AUO97_RS15215	NZ_CP018664.1	3201656	3202030	-	375	600	21	107	24	51	659	30	930	905	924	465	626	36	19	132	938	669	11
gene-AUO97_RS15220	NZ_CP018664.1	3202069	3203094	-	1026	430	34	88	34	61	502	48	550	540	368	278	393	28	19	116	583	409	11
gene-AUO97_RS15225	NZ_CP018664.1	3203203	3203643	-	441	251	18	85	29	43	299	47	232	315	210	105	249	29	18	90	289	184	13
gene-AUO97_RS15230	NZ_CP018664.1	3203643	3205490	-	1848	665	74	239	91	140	819	114	687	815	592	362	670	70	49	312	801	470	33
gene-AUO97_RS15235	NZ_CP018664.1	3205865	3206401	-	537	304	12	51	8	17	303	9	514	439	381	173	357	6	5	56	488	238	0
gene-AUO97_RS15240	NZ_CP018664.1	3206405	3207085	-	681	512	41	94	48	62	544	49	831	655	507	268	606	49	22	157	763	385	18
gene-AUO97_RS15245	NZ_CP018664.1	3207091	3208293	-	1203	1421	117	314	120	188	1466	146	2178	1741	1436	777	1549	132	80	443	1935	1050	49
gene-AUO97_RS15250	NZ_CP018664.1	3208716	3209024	-	309	196	7	13	4	9	239	6	326	329	171	144	243	0	5	22	316	185	3
gene-AUO97_RS15255	NZ_CP018664.1	3209499	3210065	-	567	325	9	49	23	8	397	19	401	499	255	178	314	7	8	71	408	245	10
gene-AUO97_RS15260	NZ_CP018664.1	3210403	3211566	-	1164	757	60	155	46	83	840	28	1026	875	633	373	817	60	24	173	1063	511	20
gene-AUO97_RS15265	NZ_CP018664.1	3211597	3212190	-	594	375	13	61	13	24	327	22	408	409	279	198	344	10	11	72	425	317	7
gene-AUO97_RS15270	NZ_CP018664.1	3212190	3212573	-	384	390	14	96	20	46	425	33	411	442	351	230	372	17	8	126	436	340	9
gene-AUO97_RS15275	NZ_CP018664.1	3212712	3213899	+	1188	2233	179	497	214	379	2428	313	3615	3190	3800	2295	2630	267	161	687	3628	3156	98
gene-AUO97_RS15280	NZ_CP018664.1	3214024	3214266	+	243	261	3	30	27	21	308	19	321	302	290	151	299	11	4	50	344	254	6
gene-AUO97_RS15285	NZ_CP018664.1	3214388	3215425	+	1038	5739	1109	2443	1198	1827	6466	1465	8143	8179	8871	5353	6147	1312	859	3196	8825	7499	658
gene-AUO97_RS15290	NZ_CP018664.1	3215544	3216854	-	1311	2014	201	659	225	351	2731	242	3118	3467	3401	2086	1978	251	135	936	3531	2906	93
gene-AUO97_RS15295	NZ_CP018664.1	3216854	3219292	-	2439	1982	116	425	153	219	2426	146	2897	3042	2818	1827	1944	187	93	626	3154	2500	57
gene-AUO97_RS15300	NZ_CP018664.1	3219413	3220426	+	1014	739	49	232	68	125	877	74	1165	988	900	482	894	67	43	286	992	700	23
gene-AUO97_RS15305	NZ_CP018664.1	3220426	3221115	+	690	575	58	162	44	110	647	51	909	698	641	363	617	66	38	212	780	548	20
gene-AUO97_RS15310	NZ_CP018664.1	3221203	3221835	+	633	588	39	137	45	76	660	40	824	717	564	336	661	51	31	174	785	510	12
gene-AUO97_RS15315	NZ_CP018664.1	3221857	3222639	+	783	785	43	173	43	76	805	47	1104	989	792	415	952	46	27	207	1077	690	9
gene-AUO97_RS15320	NZ_CP018664.1	3222636	3223523	+	888	748	28	157	43	80	714	43	982	970	773	424	807	39	17	166	979	600	15
gene-AUO97_RS15325	NZ_CP018664.1	3223573	3224208	+	636	386	17	72	34	35	394	22	468	444	283	198	422	29	10	103	453	307	10
gene-AUO97_RS15330	NZ_CP018664.1	3224224	3224652	+	429	356	35	104	47	62	464	50	453	492	316	225	378	39	14	116	467	305	17
gene-AUO97_RS15335	NZ_CP018664.1	3224649	3226376	+	1728	1759	210	508	214	421	2162	227	2131	2224	1473	1037	1835	250	142	741	2328	1424	92
gene-AUO97_RS15340	NZ_CP018664.1	3226379	3227389	+	1011	544	43	137	32	111	677	24	569	584	427	311	561	44	21	165	680	381	17
gene-AUO97_RS15345	NZ_CP018664.1	3227399	3228160	+	762	541	37	142	47	53	615	50	690	679	536	381	585	34	28	179	761	462	20
gene-AUO97_RS15350	NZ_CP018664.1	3228172	3229152	+	981	350	10	67	29	35	420	26	464	461	343	226	388	10	7	80	463	278	12
gene-AUO97_RS15355	NZ_CP018664.1	3229164	3229505	+	342	307	6	68	13	48	335	26	364	401	275	155	328	17	4	83	357	284	7
gene-AUO97_RS15360	NZ_CP018664.1	3229523	3230296	+	774	711	31	190	61	116	786	83	916	930	757	451	757	46	30	263	905	723	31
gene-AUO97_RS15365	NZ_CP018664.1	3230334	3230942	+	609	565	44	191	66	97	643	65	781	818	661	393	538	56	26	210	762	573	19
gene-AUO97_RS15370	NZ_CP018664.1	3230952	3231506	+	555	204	22	49	31	30	248	21	274	310	228	140	215	22	14	65	338	196	8
gene-AUO97_RS15375	NZ_CP018664.1	3231496	3231876	+	381	118	7	10	6	8	102	0	127	138	95	61	86	4	5	13	98	94	2
gene-AUO97_RS15380	NZ_CP018664.1	3231876	3232577	+	702	149	6	26	4	16	164	8	195	220	126	103	146	9	2	25	171	143	6
gene-AUO97_RS15385	NZ_CP018664.1	3232577	3233536	+	960	229	12	37	13	28	234	16	301	326	232	125	232	14	6	45	302	193	6
gene-AUO97_RS15390	NZ_CP018664.1	3233766	3234362	+	597	792	146	273	125	151	938	179	1059	1039	840	473	906	112	111	320	1078	737	68
gene-AUO97_RS15395	NZ_CP018664.1	3234413	3235126	+	714	1119	77	241	92	145	1375	127	1523	1414	1204	680	1212	89	58	347	1582	1026	47
gene-AUO97_RS15400	NZ_CP018664.1	3235123	3236247	+	1125	1881	162	526	145	276	2390	172	2673	2572	2173	1277	2008	177	109	747	2658	1625	66
gene-AUO97_RS15405	NZ_CP018664.1	3236254	3236757	+	504	266	25	83	25	53	364	26	349	388	296	178	314	32	18	104	371	238	18
gene-AUO97_RS15410	NZ_CP018664.1	3236827	3237270	+	444	365	16	100	27	48	505	22	473	653	457	441	365	37	15	140	604	609	25
gene-AUO97_RS15415	NZ_CP018664.1	3237278	3237964	+	687	6106	794	2124	863	1629	8272	1085	9222	9305	5837	4163	7035	1119	582	2335	9640	5848	377
gene-AUO97_RS15420	NZ_CP018664.1	3238069	3239742	+	1674	46335	10798	16726	7167	15617	54926	8463	73075	69411	51230	31354	53447	12100	5141	20955	73038	42886	3717
gene-AUO97_RS15425	NZ_CP018664.1	3239899	3240201	+	303	2582	390	932	606	671	3188	729	3342	4211	4152	2522	2307	465	338	1260	4058	3449	264
gene-AUO97_RS15430	NZ_CP018664.1	3240226	3240591	+	366	2019	198	618	344	312	2369	396	2382	3194	3000	1828	1666	281	187	777	2974	2632	135
gene-AUO97_RS15435	NZ_CP018664.1	3240757	3241455	+	699	434	24	77	26	40	467	35	556	541	430	239	468	29	11	89	621	364	14
gene-AUO97_RS15440	NZ_CP018664.1	3241452	3242363	-	912	320	15	79	17	26	325	26	359	363	306	146	322	26	18	90	384	253	5
gene-AUO97_RS15445	NZ_CP018664.1	3242413	3243960	-	1548	88	21	65	15	15	114	28	76	96	62	38	85	29	16	76	90	65	12
gene-AUO97_RS15450	NZ_CP018664.1	3244082	3245101	+	1020	203	8	61	24	39	271	38	341	298	379	237	267	8	10	66	341	329	10
gene-AUO97_RS15455	NZ_CP018664.1	3245185	3246327	+	1143	1611	76	438	115	233	1909	124	2553	2287	2571	1601	1831	115	69	530	2509	2184	52
gene-AUO97_RS15460	NZ_CP018664.1	3246504	3247463	+	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15465	NZ_CP018664.1	3247429	3247680	-	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15470	NZ_CP018664.1	3247673	3247942	-	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15475	NZ_CP018664.1	3247939	3248421	-	483	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15480	NZ_CP018664.1	3248425	3248955	-	531	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15485	NZ_CP018664.1	3248967	3249230	-	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS19670	NZ_CP018664.1	3249453	3250085	-	633	10	0	6	3	0	14	1	11	9	5	3	18	4	0	1	9	18	0
gene-AUO97_RS15500	NZ_CP018664.1	3250088	3250360	-	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15505	NZ_CP018664.1	3250353	3250790	-	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15510	NZ_CP018664.1	3251045	3251710	-	666	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-AUO97_RS15520	NZ_CP018664.1	3252082	3252378	+	297	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-AUO97_RS15525	NZ_CP018664.1	3252378	3253262	+	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
gene-AUO97_RS15530	NZ_CP018664.1	3253262	3254593	+	1332	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
gene-AUO97_RS15535	NZ_CP018664.1	3254590	3254868	+	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15540	NZ_CP018664.1	3254865	3255467	+	603	2	0	1	0	0	5	1	2	2	3	2	4	2	0	4	7	2	0
gene-AUO97_RS19590	NZ_CP018664.1	3255464	3255634	+	171	8	0	1	0	1	8	1	13	7	7	5	15	3	0	11	14	4	0
gene-AUO97_RS15545	NZ_CP018664.1	3255631	3256131	+	501	20	5	6	4	10	21	7	35	22	33	22	29	5	6	13	26	18	2
gene-AUO97_RS15550	NZ_CP018664.1	3256222	3256938	+	717	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene-AUO97_RS15555	NZ_CP018664.1	3256964	3257326	+	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS19595	NZ_CP018664.1	3257344	3257514	+	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS19950	NZ_CP018664.1	3257503	3257625	-	123	1	0	1	0	1	2	0	3	1	1	1	0	0	0	0	0	0	0
gene-AUO97_RS15565	NZ_CP018664.1	3257839	3258267	+	429	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15570	NZ_CP018664.1	3258351	3258749	+	399	8	2	3	1	3	19	2	14	21	13	5	7	3	2	1	10	19	1
gene-AUO97_RS15575	NZ_CP018664.1	3258765	3259295	+	531	25	5	11	4	11	36	8	19	41	37	12	16	11	2	7	19	30	4
gene-AUO97_RS15580	NZ_CP018664.1	3259285	3259467	+	183	3	1	1	1	1	3	3	3	3	5	1	2	1	0	0	1	0	0
gene-AUO97_RS15585	NZ_CP018664.1	3259460	3259723	+	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15590	NZ_CP018664.1	3259701	3259991	+	291	4	0	0	0	1	5	0	1	2	2	0	0	1	0	1	2	3	0
gene-AUO97_RS15600	NZ_CP018664.1	3260342	3260824	+	483	5	0	1	4	1	10	3	3	9	5	4	2	3	0	5	5	3	0
gene-AUO97_RS15605	NZ_CP018664.1	3260834	3261028	+	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS15610	NZ_CP018664.1	3261151	3262851	+	1701	6	2	1	0	4	15	4	12	12	3	2	5	3	0	3	8	4	0
gene-AUO97_RS15615	NZ_CP018664.1	3262848	3264074	+	1227	39	10	19	10	21	52	14	49	53	38	16	32	17	10	14	38	29	5
gene-AUO97_RS15620	NZ_CP018664.1	3264067	3264729	+	663	16	4	1	4	11	18	2	19	34	12	5	15	10	2	4	15	18	3
gene-AUO97_RS15625	NZ_CP018664.1	3264722	3265894	+	1173	50	14	17	16	20	56	17	47	82	57	32	50	23	16	21	57	51	3
gene-AUO97_RS19600	NZ_CP018664.1	3265942	3266118	+	177	24	4	4	4	2	12	2	12	15	24	13	12	7	0	7	15	14	1
